Genus	Subfamily	Family	Accession	Phage	Genome	Genome size
Slashvirus			KP696447	Bacillus phage Stahl	dsDNA	80148
Sleepyheadvirus			MK967380	Rhodococcus phage Sleepyhead	dsDNA	43943
Smoothievirus			KU998247	Gordonia phage Bachita	dsDNA	93843
Smoothievirus			KU998246	Gordonia phage ClubL	dsDNA	92618
Snuvirus			MZ475896	Erwinia phage pEa_SNUABM_7	dsDNA	265635
Solivirus			JX560521	Acinetobacter phage phiAC-1	dsDNA	43216
Sonalivirus			MK411746	Arthrobacter phage Sonali	dsDNA	61073
Sortsnevirus			MF614100	Klebsiella phage vB_KpnS_IME279	dsDNA	42518
Sortsnevirus			MK651787	Escherichia phage Sortsne	dsDNA	41912
Soupsvirus			KU998249	Gordonia phage Soups	dsDNA	52924
Soupsvirus			KX557284	Gordonia phage Strosahl	dsDNA	52738
Sozzivirus			KF183314	Oenococcus phage phiS11	dsDNA	46243
Sozzivirus			KF183315	Oenococcus phage phiS13	dsDNA	43454
Sparkyvirus			KM083128	Mycobacterium phage Sparky	dsDNA	63334
Spartoivirus			MK061416	Rothia phage Spartoi	dsDNA	35189
Spbetavirus			AF020713	Bacillus phage SPBc2	dsDNA	134416
Spizizenvirus			HM072038	Bacillus phage phi105	dsDNA	39318
Squashvirus			MH153803	Microbacterium phage Hyperion	dsDNA	61769
Squashvirus			MH153813	Microbacterium phage Squash	dsDNA	62312
Stanholtvirus			AF447491	Burkholderia phage phiE125	dsDNA	53373
Stanholtvirus			CP000625	Burkholderia phage phi644-2	dsDNA	48674
Stonewallvirus			KT388093	Streptococcus phage A25	dsDNA	33900
Stormageddonvirus			MN586040	Gordonia phage Stormageddon	dsDNA	136319
Strymvirus			KY658673	Vibrio phage H2 PGK-2017	dsDNA	46149
Strymvirus			KX581099	Vibrio phage Strym	dsDNA	53226
Successvirus			OP751148	Streptomyces phage Success	dsDNA	57163
Sukhumvitvirus			AP018361	Lactobacillus phage T25	dsDNA	38421
Svunavirus			DQ340064	Geobacillus phage GBSV1	dsDNA	34683
Svunavirus			DQ840344	Bacillus phage 1	dsDNA	35055
Swiduovirus			MT768060	Escherichia phage vB_EcoS_swi2	dsDNA	47611
Syrbvirus			MW073100	Microbacterium phage vB_MoxS-R1	dsDNA	42563
Tabiovirus			OQ622092	Xanthomonas phage 10KY502B	dsDNA	43262
Tabiovirus			AB720064	Xanthomonas citri phage Cp2	dsDNA	42963
Takahashivirus			MF360957	Bacillus phage PBS1	dsDNA	252197
Tandoganvirus			MG969427	Anoxybacillus phage A403	dsDNA	40847
Tankvirus			KU160669	Arthrobacter phage Tank	dsDNA	67592
Tantvirus			MN812239	Flavobacterium phage vB_FspS_tant8-1	dsDNA	40542
Taranisvirus			MG711467	Faecalibacterium phage FP_Taranis	dsDNA	54286
Terapinvirus			MH271313	Gordonia phage Suzy	dsDNA	67118
Terapinvirus			KX557285	Gordonia phage Terapin	dsDNA	66611
Teubervirus			KY554766	Lactococcus phage AM6	dsDNA	62054
Teubervirus			KY554762	Lactococcus phage LW31	dsDNA	60551
Theosmithvirus			OQ317942	Bacillus phage 0105phi7-2	dsDNA	52629
Thiercelinvirus			MT939242	Enterococcus phage 9184	dsDNA	44108
Thornevirus			KT624200	Bacillus phage SP-15	dsDNA	221908
Tieomvirus			MW009675	Vibrio phage vB_VpP_BT-1011	dsDNA	40065
Tijeunavirus			HQ225832	Tetrasphaera phage TJE1	dsDNA	49219
Timshelvirus			MT553337	Mycobacterium phage DroogsArmy	dsDNA	53254
Timshelvirus			KC661275	Mycobacterium phage HINdeR	dsDNA	52617
Tinduovirus			KR011062	Tsukamurella phage TIN2	dsDNA	76964
Tinduovirus			KR011063	Tsukamurella phage TIN3	dsDNA	76269
Titanvirus			KR935215	Rhodobacter phage RcSpartan	dsDNA	44194
Titanvirus			KR935213	Rhodobacter phage RcTitan	dsDNA	44496
Toutatisvirus			MG711466	Faecalibacterium phage FP_Toutatis	dsDNA	54725
Triavirus			MK348510	Staphylococcus phage vB_SauS_fPfSau02	dsDNA	45108
Triavirus			EU861005	Staphylococcus phage phiSauS-IPLA35	dsDNA	45344
Trigintaduovirus			KJ028219	Mycobacterium phage 32HC	dsDNA	50781
Trigintaduovirus			MG770216	Mycobacterium phage Rem711	dsDNA	50832
Trinavirus			MF668286	Rhodococcus phage Trina	dsDNA	139262
Trinevirus			MH271318	Gordonia phage Trine	dsDNA	43758
Triplejayvirus			MN234178	Arthrobacter phage TripleJ	dsDNA	45507
Trogglehumpervirus			OQ709222	Rhodococcus phage Trogglehumper	dsDNA	83592
Turbidovirus			MF919490	Mycobacterium phage Anselm	dsDNA	53545
Turbidovirus			MK919472	Mycobacterium phage Benvolio	dsDNA	53136
Typhavirus			MK494099	Mycobacterium phage Typha	dsDNA	75687
Uetakevirus			AY150271	Salmonella phage Epsilon15	dsDNA	39672
Uetakevirus			OQ921333	Escherichia phage vB_EcoP_PAS61	dsDNA	39287
Uwajimavirus			KY888143	Lactococcus phage PLgW-1	dsDNA	30189
Valentinivirus			MH825712	Microbacterium phage ValentiniPuff	dsDNA	62517
Vedamuthuvirus			JX567312	Lactococcus phage BM13	dsDNA	30910
Vedamuthuvirus			MN552144	Lactococcus phage P1045	dsDNA	31050
Veewebvirus			AY320035	Streptomyces phage VWB	dsDNA	49220
Veracruzvirus			KX683423	Mycobacterium phage BabyRay	dsDNA	50657
Veracruzvirus			KC172839	Mycobacterium phage BTCU-1	dsDNA	45942
Vespunovirus			MZ333456	Enterococcus phage VEsP-1	dsDNA	39426
Vhulanivirus			KR072689	Paracoccus phage Shpa	dsDNA	38261
Vicosavirus			MG845684	Pseudomonas phage NV1	dsDNA	45058
Vicosavirus			JX863101	Pseudomonas phage UFV-P2	dsDNA	45517
Vidquintavirus			MG948468	Pantoea phage vB_PagS_Vid5	dsDNA	61437
Waukeshavirus			KJ024807	Bacillus phage vB_BtS_BMBtp3	dsDNA	51366
Waukeshavirus			KJ920400	Bacillus phage Waukesha92	dsDNA	45648
Wbetavirus			MK085976	Bacillus phage AP631	dsDNA	39549
Wbetavirus			OK499999	Bacillus phage vB_BanS_Booya	dsDNA	39660
Weaselvirus			KX774321	Rhodococcus phage Weasels2	dsDNA	134973
Whackvirus			MK967393	Rhodococcus phage Whack	dsDNA	49660
Whiteheadvirus			GQ403788	Lactococcus phage 1358	dsDNA	36892
Whytuvirus			MT024870	Arthrobacter phage Whytu	dsDNA	15369
Whytuvirus			MT889364	Arthrobacter phage Yavru	dsDNA	15193
Wodongavirus			JN116824	Rhodococcus phage REQ3	dsDNA	39474
Woesvirus			KU998240	Gordonia phage Woes	dsDNA	73752
Wollypogvirus			MW055913	Arthrobacter phage Wollypog	dsDNA	63364
Wolominvirus			MT028492	Ochrobactrum phage vB_OspP_OH	dsDNA	41227
Woodruffvirus			KP876466	Streptomyces phage TP1604	dsDNA	57168
Woodruffvirus			KP876465	Streptomyces phage YDN12	dsDNA	56528
Xajduovirus			KU197014	Xanthomonas phage XAJ2	dsDNA	49241
Xiamenvirus			HM151342	Roseobacter phage RDJL Phi 1	dsDNA	62668
Xiamenvirus			KT266805	Roseobacter phage RDJL Phi 2	dsDNA	63513
Xipdecavirus			AP008979	Xanthomonas phage OP1	dsDNA	43785
Xipdecavirus			DQ777876	Xanthomonas phage Xop411	dsDNA	44520
Xuquatrovirus			MK373772	Escherichia phage PTXU04	dsDNA	61600
Yanchengvirus			OL964755	Aeromonas phage pAEv1818	dsDNA	40808
Yeceytrevirus			MN585979	Mycobacterium phage Yecey3	dsDNA	53277
Yokohamavirus			AB767244	Edwardsiella phage MSW-3	dsDNA	42746
Yokohamavirus			AP013057	Edwardsiella phage PEi21	dsDNA	43378
Yoloswagvirus			KY448244	Erwinia phage vB_EamM_Yoloswag	dsDNA	259700
Yongloolinvirus			DQ466086	Clostridioides phage phiC2	dsDNA	56538
Yongloolinvirus			HG531805	Clostridium phage CDMH1	dsDNA	54279
Yvonnevirus			KU963248	Gordonia phage Yvonnetastic	dsDNA	98136
Zhangqianvirus			KY653126	Staphylococcus virus IME1354_01	dsDNA	42706
Zhuquevirus			KP162168	Paracoccus phage vB_PmaS-R3	dsDNA	42093
Zizhuyuanvirus			PP438411	Leptolyngbya phage Lsp-JY19	dsDNA	37390
Zukovirus			MW822144	Streptomyces phage KimJongPhill	dsDNA	82521
Zukovirus			MN204493	Streptomyces phage Zuko	dsDNA	82302
Abaestuovirus		Inoviridae	MH617292.1	Inoviridae sp. isolate ctbh8	ssDNA(+)	6223
Aclydivirus		Inoviridae	MH617507.1	Inoviridae sp. isolate ctce6	ssDNA(+)	6275
Acontivirus		Inoviridae	MH617060.1	Inoviridae sp. isolate ctcg21	ssDNA(+)	5991
Actovirus		Inoviridae	MH616641.1	Inoviridae sp. isolate ctbh41	ssDNA(+)	5080
Actovirus		Inoviridae	MH617617.1	Inoviridae sp. isolate ctcf45	ssDNA(+)	4815
Adiligaturavirus		Inoviridae	MH617675.1	Inoviridae sp. isolate ctbf24	ssDNA(+)	5913
Affertcholeramvirus		Inoviridae	HQ224500	Vibrio phage CTXphi	ssDNA(+/-)	10638
Affertcholeramvirus		Inoviridae	KP972568	Vibrio phage pre-CTX Uzbekistan	ssDNA(+/-)	6722
Amentovirus		Inoviridae	MH593836.1	Inoviridae sp. isolate ctbh10	ssDNA(+)	5166
Amentovirus		Inoviridae	MH617090.1	Inoviridae sp. isolate ctda39	ssDNA(+)	5096
Anademivirus		Inoviridae	MT975991	Alteromonas phage phiAFP1	ssDNA(+)	5859
Antiavirus		Inoviridae	MH617306.1	Inoviridae sp. isolate ctcj20	ssDNA(+)	6009
Aspidivirus		Inoviridae	MH617742.1	Inoviridae sp. isolate ctbf14	ssDNA(+)	6115
Aspidivirus		Inoviridae	MH617224.1	Inoviridae sp. isolate ctfi19	ssDNA(+)	6043
Capistrivirus		Inoviridae	AY714348	Vibrio phage KSF1	ssDNA(+)	7107
Catenatiovirus		Inoviridae	MN582099.1	Inoviridae sp. ctBZ32	ssDNA(+)	4924
Circumitovirus		Inoviridae	MH617564.1	Inoviridae sp. isolate ctbi48	ssDNA(+)	4533
Coriovirus		Inoviridae	M57538.1	Xanthomonas phage Cf1c	ssDNA(+/-)	7308
Coriovirus		Inoviridae	AB910602	Xanthomonas phage XacF1	ssDNA(+/-)	7325
Fasceasvirus		Inoviridae	MH616765.1	Inoviridae sp. isolate ctcf1	ssDNA(+)	5826
Fasceasvirus		Inoviridae	MH617190.1	Inoviridae sp. isolate ctjd25	ssDNA(+)	5705
Femenvirus		Inoviridae	MH617673.1	Inoviridae sp. isolate ctca11	ssDNA(+)	6136
Femenvirus		Inoviridae	MH617363.1	Inoviridae sp. isolate ctcg13	ssDNA(+)	6312
Fibrovirus		Inoviridae	D89074	Vibrio phage fs1	ssDNA(+)	6340
Fibrovirus		Inoviridae	AB572858	Vibrio phage ND1-fs1	ssDNA(+/-)	6856
Galbavirus		Inoviridae	MH617467.1	Inoviridae sp. isolate ctba17	ssDNA(+)	6062
Habenivirus		Inoviridae	KX179905	Ralstonia phage Rs551	ssDNA(+/-)	7929
Habenivirus		Inoviridae	MF716957	Ralstonia phage RSIBR3	ssDNA(+/-)	6945
Infulavirus		Inoviridae	U02303.1	Escherichia phage If1	ssDNA(+)	8454
Inovirus		Inoviridae	V00604.2	Escherichia phage M13; Enterobacteria phage M13; bacteriophage M13	ssDNA(+)	6407
Inovirus		Inoviridae	JF719734	Enterobacteria phage f1	ssDNA(+)	6407
Itinerivirus		Inoviridae	MH617343.1	Inoviridae sp. isolate ctda12	ssDNA(+)	6346
Lineavirus		Inoviridae	X14336.1	Escherichia phage I22	ssDNA(+)	6744
Lineavirus		Inoviridae	X02139.1	Salmonella phage IKe	ssDNA(+)	6883
Lophivirus		Inoviridae	MK512531	Xanthomonas phage Cf2	ssDNA(+/-)	6454
Lophivirus		Inoviridae	MH218848	Xanthomonas phage phi Lf2	ssDNA(+/-)	6372
Meandervirus		Inoviridae	MH617768.1	Inoviridae sp. isolate ctcj40	ssDNA(+)	5095
Meandervirus		Inoviridae	MH617219.1	Inoviridae sp. isolate cted44	ssDNA(+)	4926
Nigolovirus		Inoviridae	MZ474489	Phage blackswan219-1	ssDNA(+)	7703
Parhipatevirus		Inoviridae	HM064452	Ralstonia phage PE226	ssDNA(+)	5475
Phargevirus		Inoviridae	MZ474491	Phage silverpheasant213	ssDNA(+)	7022
Pilosavirus		Inoviridae	OR047306	Pseudomonas phage PMBT54	ssDNA(+)	7320
Plantarivirus		Inoviridae	MH649151.1	Inoviridae sp. isolate ctcb147	ssDNA(+)	5999
Porrectionivirus		Inoviridae	AY374414	Ralstonia phage p12J	ssDNA(+)	7118
Primolicivirus		Inoviridae	X52107.1	Pseudomonas phage Pf1	ssDNA(+)	7349
Primolicivirus		Inoviridae	MN710383	Pseudomonas phage pf8_ST274-AUS411	ssDNA(+/-)	10061
Prolivirus		Inoviridae	MH617622.1	Inoviridae sp. isolate ctbd37	ssDNA(+)	5821
Propagovirus		Inoviridae	MH649021.1	Inoviridae sp. isolate ctii000	ssDNA(+)	7006
Psecadovirus		Inoviridae	EF489910.1	Stenotrophomonas phage PSH1	ssDNA(+/-)	6867
Pubesvirus		Inoviridae	MH616818.1	Inoviridae sp. isolate ctba29	ssDNA(+)	5419
Pythonevirus		Inoviridae	OQ354711	Pseudomonas phage WX_Y	ssDNA(+)	7205
Ramphavirus		Inoviridae	MZ474490	Phage toucan80	ssDNA(+)	6761
Restivirus		Inoviridae	MT495635	Ralstonia phage RSBg	ssDNA(+/-)	7540
Restivirus		Inoviridae	AB259124	Ralstonia phage RSS1	ssDNA(+)	6662
Reticulivirus		Inoviridae	MH617645.1	Inoviridae sp. isolate ctcb11	ssDNA(+)	6372
Saetivirus		Inoviridae	AB002632	Vibrio phage fs2	ssDNA(+)	8651
Saetivirus		Inoviridae	KC357596	Vibrio phage VFJ	ssDNA(+/-)	8555
Sarmentivirus		Inoviridae	MH616843.1	Inoviridae sp. isolate ctbd25	ssDNA(+)	5901
Scuticavirus		Inoviridae	HG315669	Stenotrophomonas phage SMA6	ssDNA(+/-)	7648
Scytalavirus		Inoviridae	MH617040.1	Inoviridae sp. isolate ctce6	ssDNA(+)	7769
Semitavirus		Inoviridae	MH617492.1	Inoviridae sp. isolate ctda43	ssDNA(+)	4948
Senectutivirus		Inoviridae	MH649005.1	Inoviridae sp. isolate ctcf138	ssDNA(+)	6362
Serpentivirus		Inoviridae	OP867012	Shewanella phage Dolos	ssDNA(+)	8146
Siphunculivirus		Inoviridae	HM150760	Stenotrophomonas phage phi SHP2	ssDNA(+/-)	5819
Staminivirus		Inoviridae	MH552488.1	Inoviridae sp. isolate ctda6	ssDNA(+)	6561
Staminivirus		Inoviridae	AM040673.1	Stenotrophomonas phage SMA9	ssDNA(+/-)	6907
Strophivirus		Inoviridae	MH616838.1	Inoviridae sp. isolate ctbh31	ssDNA(+)	5257
Strophivirus		Inoviridae	MH617618.1	Inoviridae sp. isolate ctch32	ssDNA(+)	5205
Subteminivirus		Inoviridae	HG007973	Stenotrophomonas phage SMA7	ssDNA(+/-)	7069
Tertilicivirus		Inoviridae	M11912.1	Pseudomonas phage Pf3	ssDNA(+)	5833
Tertilicivirus		Inoviridae	M19377.1	Pseudomonas phage Pf3	ssDNA(+)	5833
Vasivirus		Inoviridae	MN200778	Vibrio phage VAI1	ssDNA(+/-)	6117
Versovirus		Inoviridae	MN719123	Vibrio phage VALG_phi6	ssDNA(+/-)	8529
Versovirus		Inoviridae	AB043678	Vibrio phage VfO3K6	ssDNA(+/-)	8784
Vicialiavirus		Inoviridae	JN848801	Vibrio phage VCY	ssDNA(+/-)	7103
Villovirus		Inoviridae	OP628074	Vibrio phage vB_VpI_FR1	ssDNA(+/-)	6080
Villovirus		Inoviridae	OL512807	Vibrio phage V5	ssDNA(+)	6658
Viscerivirus		Inoviridae	MH616815.1	Inoviridae sp. isolate ctbf 525	ssDNA(+)	5715
Vittavirus		Inoviridae	OP297622	Vibrio phage Vaf1	ssDNA(+)	10004
Xiphivirus		Inoviridae	MH617445.1	Inoviridae sp. isolate ctcf2	ssDNA(+)	7256
Xylivirus		Inoviridae	MN335248	Vibrio phage XacF13	ssDNA(+/-)	7045
Xylivirus		Inoviridae	KX181651	Xanthomonas phage Xf109	ssDNA(+/-)	7190
Bifilivirus		Paulinoviridae	AF428260	Propionibacterium phage B5	ssDNA(+)	5804
Bifilivirus		Paulinoviridae	PP693361	Propionibacterium phage Philemon	ssDNA(+)	5802
Thomixvirus		Paulinoviridae	LC035386	Thermus phage OH3	ssDNA(+)	5688
Thomixvirus		Paulinoviridae	PP554188	Thermus phage Zuza8	ssDNA(+)	6773
Plectrovirus		Plectroviridae	X58839	Acholeplasma phage MV-L51	ssDNA(+)	4491
Suturavirus		Plectroviridae	AF133242	Spiroplasma phage SVTS2	ssDNA(+)	6825
Vespertiliovirus		Plectroviridae	U28974.1	Spiroplasma phage 1-C74	ssDNA(+)	7768
Vespertiliovirus		Plectroviridae	X51344	Spiroplasma phage 1-R8A2B	ssDNA(+)	8273
Virgulavirus		Plectroviridae	AJ969242	Spiroplama phage SVGII3	ssDNA(+)	7878
Hukuchivirus		Matsushitaviridae	AB063393	Thermus phage IN93	dsDNA	19604
Hukuchivirus		Matsushitaviridae	GQ403789	Thermus phage P23-77	dsDNA	17036
Finnlakevirus		Finnlakeviridae	MF361639	Flavobacterium phage FLiP	ssDNA	9174
Elsinorevirus		Asemoviridae	MH730557	Vibrio phage fNo16	dsDNA	10594
Rumoivirus		Asemoviridae	OM867525	Vibrio phage vB_VruC_PG21	dsDNA	10018
Ameliavirus		Autolykiviridae	MG592394	Vibrio phage 1.008.O._10N.286.54.E5	dsDNA	10579
Livvievirus		Autolykiviridae	MG592615	Vibrio phage 1.249.A._10N.261.55.B9	dsDNA	10611
Oliviavirus		Autolykiviridae	MG592402	Vibrio phage 1.020.O._10N.222.48.A2	dsDNA	10636
Paulavirus		Autolykiviridae	MG592427	Vibrio phage 1.044.O._10N.261.51.B8	dsDNA	10272
Paulavirus		Autolykiviridae	MG592455	Vibrio phage 1.080.O._10N.286.48.A4	dsDNA	10046
Merivirus		Corticoviridae	MG966533	Pseudoalteromonas phage Cr39582	dsDNA	10584
Merivirus		Corticoviridae	AF155037	Pseudoalteromonas phage PM2	dsDNA	10079
Anticleavirus		Mestraviridae	OP588643	Rhodobacter phage Jorvik	dsDNA	8762
Polymedevirus		Mestraviridae	MH105080	Marinomonas phage YY	dsDNA	8828
Corycianvirus		Parnassusviridae	MW618650	Marinomonas phage MfV	dsDNA	10075
Alphatectivirus		Tectiviridae	AY848686	Enterobacteria phage PR4	dsDNA	14954
Alphatectivirus		Tectiviridae	AY848689	Enterobacteria phage PRD1	dsDNA	14927
Betatectivirus		Tectiviridae	EU408779	Bacillus phage AP50	dsDNA	14398
Betatectivirus		Tectiviridae	AY257527	Bacillus phage Bam35c	dsDNA	14935
Deltatectivirus		Tectiviridae	MK620900	Streptomyces phage Forthebois	dsDNA	18251
Deltatectivirus		Tectiviridae	MK305890	Streptomyces phage WheeHeim	dsDNA	18266
Epsilontectivirus		Tectiviridae	KY817360	Rhodococcus phage Toil	dsDNA	17253
Gammatectivirus		Tectiviridae	MG159787	Gluconobacter phage GC1	dsDNA	16523
Algophervirus		Lilleviridae	MK765557	Tortoise microvirus 7 7_SP_42	ssDNA(+)	5554
Alnafnavirus		Lilleviridae	MG945680	Microviridae sp. 1023-1801virus	ssDNA(+)	5664
Alnifnivirus		Lilleviridae	MG945509	Microviridae sp. 1761-1801virus	ssDNA(+)	5803
Alcanfavirus		Litenviridae	MG945253	Microviridae sp. 2449-1602virus	ssDNA(+)	6329
Alcanivirus		Litenviridae	MG945572	Microviridae sp. 3523-1602virus	ssDNA(+)	6133
Algomorvirus		Litenviridae	MK765608	Tortoise microvirus 56 56_SP_86	ssDNA(+)	6126
Algopmovirus		Litenviridae	MK765590	Tortoise microvirus 40 40_SP_83	ssDNA(+)	6154
Alimacvirus		Litenviridae	MH617173.2	Microviridae sp. ctbb20 virus	ssDNA(+)	6374
Almumusvirus		Litenviridae	MH552557.2	Microviridae sp. ctbd329 virus	ssDNA(+)	6556
Alnoufnouvirus		Litenviridae	MG945831	Microviridae sp. 9359-1602 virus	ssDNA(+)	6589
Alpecorivirus		Litenviridae	MG945638	Microviridae sp. 7092-1602 virus	ssDNA(+)	6519
Alcafavirus		Litilviridae	MG945515	Microviridae sp. 1931-1706 virus	ssDNA(+)	5948
Alciorovirus		Litilviridae	MH572526	Microviridae sp. SD_HF_66 virus	ssDNA(+)	5502
Alcryvirus		Litilviridae	MN311493	Antarctic microvirus TYR_006_V_SP_13	ssDNA(+)	5286
Alhyhydvirus		Litilviridae	MK496694	Capybara microvirus Cap1_SP_81	ssDNA(+)	5791
Alpaglavirus		Litilviridae	MG945641	Microviridae sp. 8656-1612 virus	ssDNA(+)	5687
Alepusivirus		Pieniviridae	MG641188	Lepus americanus faeces associated microvirus SHP1 6472	ssDNA(+)	6357
Almusivirus		Pieniviridae	MH552492.1	Microviridae sp. ctbc205 virus	ssDNA(+)	6019
Alpecusivirus		Pieniviridae	MG945493	Microviridae sp. 1308-1602 virus	ssDNA(+)	6228
Alydrochavirus		Pieniviridae	MK496690	Capybara microvirus Cap1_SP_66	ssDNA(+)	6036
Alcapybaravirus		Pikkuviridae	MK496680	Capybara microvirus Cap1_SP_45	ssDNA(+)	5585
Almacaqusvirus		Pikkuviridae	MH617318.2	Microviridae sp. ctcd27 virus	ssDNA(+)	6061
Almaoniuvirus		Pikkuviridae	MG945791	Microviridae sp. 4383-1711 virus	ssDNA(+)	6904
Almiluvirus		Pikkuviridae	MG945750	Microviridae sp. 2981-1602 virus	ssDNA(+)	6629
Alpacinvirus		Pikkuviridae	KX513871	Human gut microviridae SH-CHD8 virus	ssDNA(+)	6312
Alzhudosvirus		Pikkuviridae	MG945356	Microviridae sp. 2769-1801 virus	ssDNA(+)	6477
Alzhuvirus		Pikkuviridae	MG945352	Microviridae sp. 2654-1801 virus	ssDNA(+)	6694
Largivirus		Liberviridae	CP045566	Liberibacter phage CLasMV1	ssDNA(+)	8869
Aminivirus		Mazaviridae	MF101922	Ruegeria phage DSS3-P22	ssDNA(+)	4248
Avacavirus		Mazaviridae	MH617327.2	Microviridae sp. ctih52 virus	ssDNA(+)	4305
Minimarinivirus		Mazaviridae	MG214764	Citromicrobium phage vB_Cib_ssDNA_P1	ssDNA(+)	4360
Piticivirus		Mazaviridae	MN988485	Rhizobium phage RHph_Y67	ssDNA(+)	4801
Sonoravirus		Mazaviridae	MK765605	Tortoise microvirus 53 53_SP_177	ssDNA(+)	4372
Alphatrevirus		Eubullaviridae	X60322	Escherichia phage alpha3	ssDNA(+)	6087
Alphatrevirus		Eubullaviridae	DQ079870	Escherichia phage ID21	ssDNA(+)	6068
Gequatrovirus		Eubullaviridae	V00657.1	Escherichia phage G4	ssDNA(+)	5577
Gequatrovirus		Eubullaviridae	DQ079877	Escherichia phage ID52	ssDNA(+)	5538
Sinsheimervirus		Eubullaviridae	J02482.1	Escherichia phage phiX174	ssDNA(+)	5386
Vimicrovirus		Eubullaviridae	OK338687	Vibrio phage vB_VpP_WS1	ssDNA(+)	5564
Pseudophixvirus		Pequenoviridae	KP087950	Eel River basin pequenovirus c17592	ssDNA(+)	6438
Paraphixvirus		Piccoloviridae	KP087951	Eel River basin pequenovirus c18953	ssDNA(+)	5256
Periphixvirus		Piticuviridae	MH649026.1	Microviridae sp. ctea001 virus	ssDNA(+)	5066
Gokucipiengivirus		Alphagokushoviridae	KR704914	Chimpanzee faeces associated microphage 2 CPNG_29299	ssDNA(+)	5184
Gokugallopavovirus		Alphagokushoviridae	HQ264138	Microvirus CA82	ssDNA(+)	5514
Gokumacromysvirus		Alphagokushoviridae	MK496788	Capybara microvirus Cap3_SP_433	ssDNA(+)	5278
Gokumagnusmusvirus		Alphagokushoviridae	MK496798	Capybara microvirus Cap3_SP_457	ssDNA(+)	5171
Huficovirus		Alphagokushoviridae	KT264798	Gokushovirus WZ-2015a 50Chd433	ssDNA(+)	5477
Khonivirus		Alphagokushoviridae	MG945447	Microviridae sp. 5964-1801 virus	ssDNA(+)	5900
Spiromicrovirus		Alphagokushoviridae	M17988.1	Spiroplasma phage 4	ssDNA(+)	4421
Bdellomicrovirus		Betagokushoviridae	AF306496	Bdellovibrio phage phiMH2K	ssDNA(+)	4594
Chlamydiaduovirus		Betagokushoviridae	AJ270057	Chlamydia phage 2	ssDNA(+)	4563
Chlamydiaduovirus		Betagokushoviridae	AE002163	Chlamydia phage phiCPAR39	ssDNA(+)	4532
Chlamydiaunovirus		Betagokushoviridae	D00624.1	Chlamydia phage Chp1	ssDNA(+)	4877
Cionrobuvirus		Betagokushoviridae	MH572434	Microviridae sp. SD_MC_49 virus	ssDNA(+)	4319
Crownevirus		Betagokushoviridae	KT264811	Gokushovirus WZ-2015a 63CrownNew1	ssDNA(+)	4383
Cypriminnovirus		Betagokushoviridae	MH617083.2	Microviridae sp. ctca675 virus	ssDNA(+)	4712
Eelrivirus		Betagokushoviridae	KP087945	Eel River basin pequenovirus c15138	ssDNA(+)	4314
Enterogokushovirus		Betagokushoviridae	MT185428	Escherichia phage EC6098	ssDNA(+)	4526
Hulichivirus		Betagokushoviridae	KT264825	Gokushovirus WZ-2015a 77Fx5	ssDNA(+)	5003
Leuciminnovirus		Betagokushoviridae	MH617516.2	Microviridae sp. cthd705 virus	ssDNA(+)	4635
Mellcarnivirus		Betagokushoviridae	MH992155	Apis mellifera associated microvirus 60 BeeCFH_SP_3639	ssDNA(+)	4557
Melllinguisvirus		Betagokushoviridae	MH992218	Apis mellifera associated microvirus 22 INH_SP_293	ssDNA(+)	4278
Minnosuevirus		Betagokushoviridae	MH616976.2	Microviridae sp. ctbd724 virus	ssDNA(+)	4597
Minnowtisvirus		Betagokushoviridae	MH616867.2	Microviridae sp. ctbg686 virus	ssDNA(+)	4695
Minsuevirus		Betagokushoviridae	MH617722.2	Microviridae sp. ctdc175 virus	ssDNA(+)	4386
Paruchinvirus		Betagokushoviridae	MG945835	Microviridae sp. 1873-1502 virus	ssDNA(+)	4666
Renleivirus		Betagokushoviridae	KT264818	Gokushovirus WZ-2015a 70Chd477	ssDNA(+)	5015
Saanivirus		Betagokushoviridae	KC131022	marine gokushovirus SI1	ssDNA(+)	4070
Sahondenvirus		Betagokushoviridae	KM589502	Gokushovirinae Bog8989_22 virus	ssDNA(+)	4656
Sontinvirus		Betagokushoviridae	KM589508	Gokushovirinae Fen672_31 virus	ssDNA(+)	4624
